VisaType,countries,date_gov,date,delay,delay_days,datetype
4th,INDIA,2022-07-22,2023-01-01,163 days,163.0,Priority Date
Certain Religious Workers,INDIA,2022-07-22,2023-01-01,163 days,163.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2023-01-01,1120 days,1120.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2023-01-01,2023-01-01,0 days,0.0,Priority Date
1st,MEXICO,2023-01-01,2023-01-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-12-01,2023-01-01,31 days,31.0,Priority Date
3rd,MEXICO,2023-01-01,2023-01-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-09-08,2023-01-01,115 days,115.0,Priority Date
4th,MEXICO,2020-10-15,2023-01-01,808 days,808.0,Priority Date
Certain Religious Workers,MEXICO,2020-10-15,2023-01-01,808 days,808.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2023-01-01,2023-01-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2023-01-01,2023-01-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-12-01,2023-01-01,31 days,31.0,Priority Date
3rd,PHILIPPINES,2023-01-01,2023-01-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-09-08,2023-01-01,115 days,115.0,Priority Date
4th,PHILIPPINES,2022-07-22,2023-01-01,163 days,163.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-07-22,2023-01-01,163 days,163.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2023-01-01,2023-01-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2023-01-01,2023-01-01,0 days,0.0,Priority Date
1st,ROW,2022-12-01,2022-12-01,0 days,0.0,Priority Date
2nd,ROW,2022-12-01,2022-12-01,0 days,0.0,Priority Date
3rd,ROW,2022-12-01,2022-12-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-09-08,2022-12-01,84 days,84.0,Priority Date
4th,ROW,2022-07-22,2022-12-01,132 days,132.0,Priority Date
Certain Religious Workers,ROW,2022-07-22,2022-12-01,132 days,132.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-12-01,2022-12-01,0 days,0.0,Priority Date
1st,CHINA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
2nd,CHINA,2019-07-08,2022-12-01,1242 days,1242.0,Priority Date
3rd,CHINA,2018-09-01,2022-12-01,1552 days,1552.0,Priority Date
Other Workers,CHINA,2015-11-01,2022-12-01,2587 days,2587.0,Priority Date
4th,CHINA,2022-07-22,2022-12-01,132 days,132.0,Priority Date
Certain Religious Workers,CHINA,2022-07-22,2022-12-01,132 days,132.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2022-12-01,2526 days,2526.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-08,2022-12-01,84 days,84.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2022-12-01,1691 days,1691.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2022-12-01,1691 days,1691.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-12-01,2022-12-01,0 days,0.0,Priority Date
1st,INDIA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
2nd,INDIA,2012-05-01,2022-12-01,3866 days,3866.0,Priority Date
3rd,INDIA,2012-08-01,2022-12-01,3774 days,3774.0,Priority Date
Other Workers,INDIA,2012-08-01,2022-12-01,3774 days,3774.0,Priority Date
4th,INDIA,2022-07-22,2022-12-01,132 days,132.0,Priority Date
Certain Religious Workers,INDIA,2022-07-22,2022-12-01,132 days,132.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2022-12-01,1089 days,1089.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-12-01,2022-12-01,0 days,0.0,Priority Date
1st,MEXICO,2022-12-01,2022-12-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-12-01,2022-12-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-12-01,2022-12-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-09-08,2022-12-01,84 days,84.0,Priority Date
4th,MEXICO,2020-10-15,2022-12-01,777 days,777.0,Priority Date
Certain Religious Workers,MEXICO,2020-10-15,2022-12-01,777 days,777.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-12-01,2022-12-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-09-08,2022-12-01,84 days,84.0,Priority Date
4th,PHILIPPINES,2022-07-22,2022-12-01,132 days,132.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-07-22,2022-12-01,132 days,132.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-12-01,2022-12-01,0 days,0.0,Priority Date
1st,ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
2nd,ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
3rd,ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-09-08,2022-11-01,54 days,54.0,Priority Date
4th,ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-11-01,2022-11-01,0 days,0.0,Priority Date
1st,CHINA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
2nd,CHINA,2019-07-08,2022-11-01,1212 days,1212.0,Priority Date
3rd,CHINA,2018-07-15,2022-11-01,1570 days,1570.0,Priority Date
Other Workers,CHINA,2015-11-01,2022-11-01,2557 days,2557.0,Priority Date
4th,CHINA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2022-11-01,2496 days,2496.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-08,2022-11-01,54 days,54.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2022-11-01,1661 days,1661.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2022-11-01,1661 days,1661.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-11-01,2022-11-01,0 days,0.0,Priority Date
1st,INDIA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
2nd,INDIA,2012-05-01,2022-11-01,3836 days,3836.0,Priority Date
3rd,INDIA,2012-07-01,2022-11-01,3775 days,3775.0,Priority Date
Other Workers,INDIA,2012-07-01,2022-11-01,3775 days,3775.0,Priority Date
4th,INDIA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2022-11-01,1059 days,1059.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-11-01,2022-11-01,0 days,0.0,Priority Date
1st,MEXICO,2022-11-01,2022-11-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-11-01,2022-11-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-11-01,2022-11-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-09-08,2022-11-01,54 days,54.0,Priority Date
4th,MEXICO,2020-10-15,2022-11-01,747 days,747.0,Priority Date
Certain Religious Workers,MEXICO,2020-10-15,2022-11-01,747 days,747.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-11-01,2022-11-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-09-08,2022-11-01,54 days,54.0,Priority Date
4th,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-11-01,2022-11-01,0 days,0.0,Priority Date
1st,ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
2nd,ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
3rd,ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-09-08,2022-10-01,23 days,23.0,Priority Date
4th,ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-10-01,2022-10-01,0 days,0.0,Priority Date
1st,CHINA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
2nd,CHINA,2019-07-08,2022-10-01,1181 days,1181.0,Priority Date
3rd,CHINA,2018-07-15,2022-10-01,1539 days,1539.0,Priority Date
Other Workers,CHINA,2015-11-01,2022-10-01,2526 days,2526.0,Priority Date
4th,CHINA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2022-10-01,2465 days,2465.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-08,2022-10-01,23 days,23.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2022-10-01,1630 days,1630.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2022-10-01,1630 days,1630.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-10-01,2022-10-01,0 days,0.0,Priority Date
1st,INDIA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
2nd,INDIA,2012-05-01,2022-10-01,3805 days,3805.0,Priority Date
3rd,INDIA,2012-07-01,2022-10-01,3744 days,3744.0,Priority Date
Other Workers,INDIA,2012-07-01,2022-10-01,3744 days,3744.0,Priority Date
4th,INDIA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2019-12-08,2022-10-01,1028 days,1028.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-10-01,2022-10-01,0 days,0.0,Priority Date
1st,MEXICO,2022-10-01,2022-10-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-10-01,2022-10-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-10-01,2022-10-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-09-08,2022-10-01,23 days,23.0,Priority Date
4th,MEXICO,2020-10-15,2022-10-01,716 days,716.0,Priority Date
Certain Religious Workers,MEXICO,2020-10-15,2022-10-01,716 days,716.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-10-01,2022-10-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-09-08,2022-10-01,23 days,23.0,Priority Date
4th,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-10-01,2022-10-01,0 days,0.0,Priority Date
1st,ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
2nd,ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
3rd,ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
4th,ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-09-01,2022-09-01,0 days,0.0,Priority Date
1st,CHINA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
2nd,CHINA,2019-05-01,2022-09-01,1219 days,1219.0,Priority Date
3rd,CHINA,2018-05-22,2022-09-01,1563 days,1563.0,Priority Date
Other Workers,CHINA,2015-08-01,2022-09-01,2588 days,2588.0,Priority Date
4th,CHINA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2016-01-01,2022-09-01,2435 days,2435.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",CHINA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",CHINA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-12-08,2022-09-01,1728 days,1728.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2017-12-08,2022-09-01,1728 days,1728.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)","EL SALVADOR
 GUATEMALA
 HONDURAS",2022-09-01,2022-09-01,0 days,0.0,Priority Date
1st,INDIA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
2nd,INDIA,2015-01-01,2022-09-01,2800 days,2800.0,Priority Date
3rd,INDIA,2012-02-22,2022-09-01,3844 days,3844.0,Priority Date
Other Workers,INDIA,2012-02-22,2022-09-01,3844 days,3844.0,Priority Date
4th,INDIA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",INDIA,2022-09-01,2022-09-01,0 days,0.0,Priority Date
1st,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
2nd,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
3rd,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
4th,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",MEXICO,2022-09-01,2022-09-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
2nd,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Other Workers,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
4th,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",PHILIPPINES,2022-09-01,2022-09-01,0 days,0.0,Priority Date
1st,ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
2nd,ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
3rd,ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Other Workers,ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
4th,ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Rural - 20%)",ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(High Unemployment - 10%)",ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Set Aside:
(Infrastructure - 2%)",ROW,2022-08-01,2022-08-01,0 days,0.0,Priority Date
1st,CHINA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
2nd,CHINA,2019-05-01,2022-08-01,1188 days,1188.0,Priority Date
3rd,CHINA,2018-05-22,2022-08-01,1532 days,1532.0,Priority Date
Other Workers,CHINA,2015-08-01,2022-08-01,2557 days,2557.0,Priority Date
4th,CHINA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-12-22,2022-08-01,2414 days,2414.0,Priority Date
"5th Set Aside:
(Rural - 20%)",CHINA,2022-08-01,2022-08-01,0 days,0.0,Priority Date
