VisaType,countries,date_gov,date,delay,delay_days,datetype
4th,ROW,2019-04-01,2019-04-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2019-04-01,2019-04-01,0 days,0.0,Priority Date
1st,CHINA,2017-10-01,2019-04-01,547 days,547.0,Priority Date
2nd,CHINA,2016-07-01,2019-04-01,1004 days,1004.0,Priority Date
3rd,CHINA,2016-01-01,2019-04-01,1186 days,1186.0,Priority Date
Other Workers,CHINA,2008-06-01,2019-04-01,3956 days,3956.0,Priority Date
4th,CHINA,2019-04-01,2019-04-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-08,2019-04-01,1636 days,1636.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-08,2019-04-01,1636 days,1636.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2019-04-01,304 days,304.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-04-01,2019-04-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-04-01,2019-04-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-04-01,2019-04-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-15,2019-04-01,1051 days,1051.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-15,2019-04-01,1051 days,1051.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-04-01,2019-04-01,0 days,0.0,Priority Date
1st,INDIA,2017-10-01,2019-04-01,547 days,547.0,Priority Date
2nd,INDIA,2009-06-01,2019-04-01,3591 days,3591.0,Priority Date
3rd,INDIA,2010-04-01,2019-04-01,3287 days,3287.0,Priority Date
Other Workers,INDIA,2010-04-01,2019-04-01,3287 days,3287.0,Priority Date
4th,INDIA,2019-04-01,2019-04-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2019-04-01,2019-04-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2019-04-01,304 days,304.0,Priority Date
2nd,MEXICO,2019-04-01,2019-04-01,0 days,0.0,Priority Date
3rd,MEXICO,2019-04-01,2019-04-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2019-04-01,2019-04-01,0 days,0.0,Priority Date
4th,MEXICO,2019-04-01,2019-04-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2019-04-01,2019-04-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2019-04-01,304 days,304.0,Priority Date
2nd,PHILIPPINES,2019-04-01,2019-04-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2018-07-01,2019-04-01,274 days,274.0,Priority Date
Other Workers,PHILIPPINES,2018-07-01,2019-04-01,274 days,274.0,Priority Date
4th,PHILIPPINES,2019-04-01,2019-04-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2019-04-01,2019-04-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2019-04-01,2019-04-01,0 days,0.0,Priority Date
1st,ROW,2018-06-01,2019-03-01,273 days,273.0,Priority Date
2nd,ROW,2019-03-01,2019-03-01,0 days,0.0,Priority Date
3rd,ROW,2019-03-01,2019-03-01,0 days,0.0,Priority Date
Other Workers,ROW,2019-03-01,2019-03-01,0 days,0.0,Priority Date
4th,ROW,2019-03-01,2019-03-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2019-03-01,2019-03-01,0 days,0.0,Priority Date
1st,CHINA,2017-10-01,2019-03-01,516 days,516.0,Priority Date
2nd,CHINA,2016-05-01,2019-03-01,1034 days,1034.0,Priority Date
3rd,CHINA,2016-01-01,2019-03-01,1155 days,1155.0,Priority Date
Other Workers,CHINA,2008-06-01,2019-03-01,3925 days,3925.0,Priority Date
4th,CHINA,2019-03-01,2019-03-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2019-03-01,1612 days,1612.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2019-03-01,1612 days,1612.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2019-03-01,273 days,273.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2019-03-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2019-03-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2019-03-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2019-03-01,1034 days,1034.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2019-03-01,1034 days,1034.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-03-01,2019-03-01,0 days,0.0,Priority Date
1st,INDIA,2017-10-01,2019-03-01,516 days,516.0,Priority Date
2nd,INDIA,2009-05-22,2019-03-01,3570 days,3570.0,Priority Date
3rd,INDIA,2010-04-01,2019-03-01,3256 days,3256.0,Priority Date
Other Workers,INDIA,2010-04-01,2019-03-01,3256 days,3256.0,Priority Date
4th,INDIA,2019-03-01,2019-03-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2019-03-01,2019-03-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2019-03-01,273 days,273.0,Priority Date
2nd,MEXICO,2019-03-01,2019-03-01,0 days,0.0,Priority Date
3rd,MEXICO,2019-03-01,2019-03-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2019-03-01,2019-03-01,0 days,0.0,Priority Date
4th,MEXICO,2019-03-01,2019-03-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2019-03-01,2019-03-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2019-03-01,273 days,273.0,Priority Date
2nd,PHILIPPINES,2019-03-01,2019-03-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2018-03-01,2019-03-01,365 days,365.0,Priority Date
Other Workers,PHILIPPINES,2018-03-01,2019-03-01,365 days,365.0,Priority Date
4th,PHILIPPINES,2019-03-01,2019-03-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2019-03-01,2019-03-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2019-03-01,2019-03-01,0 days,0.0,Priority Date
1st,ROW,2018-06-01,2019-02-01,245 days,245.0,Priority Date
2nd,ROW,2019-02-01,2019-02-01,0 days,0.0,Priority Date
3rd,ROW,2019-02-01,2019-02-01,0 days,0.0,Priority Date
Other Workers,ROW,2019-02-01,2019-02-01,0 days,0.0,Priority Date
4th,ROW,2019-02-01,2019-02-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2019-02-01,2019-02-01,0 days,0.0,Priority Date
1st,CHINA,2017-10-01,2019-02-01,488 days,488.0,Priority Date
2nd,CHINA,2015-11-01,2019-02-01,1188 days,1188.0,Priority Date
3rd,CHINA,2016-01-01,2019-02-01,1127 days,1127.0,Priority Date
Other Workers,CHINA,2008-06-01,2019-02-01,3897 days,3897.0,Priority Date
4th,CHINA,2019-02-01,2019-02-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2019-02-01,1584 days,1584.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2019-02-01,1584 days,1584.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2019-02-01,245 days,245.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-02-01,2019-02-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-02-01,2019-02-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-02-01,2019-02-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2019-02-01,1006 days,1006.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2019-02-01,1006 days,1006.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-02-01,2019-02-01,0 days,0.0,Priority Date
1st,INDIA,2017-10-01,2019-02-01,488 days,488.0,Priority Date
2nd,INDIA,2009-05-22,2019-02-01,3542 days,3542.0,Priority Date
3rd,INDIA,2010-04-01,2019-02-01,3228 days,3228.0,Priority Date
Other Workers,INDIA,2010-04-01,2019-02-01,3228 days,3228.0,Priority Date
4th,INDIA,2019-02-01,2019-02-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2019-02-01,2019-02-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2019-02-01,245 days,245.0,Priority Date
2nd,MEXICO,2019-02-01,2019-02-01,0 days,0.0,Priority Date
3rd,MEXICO,2019-02-01,2019-02-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2019-02-01,2019-02-01,0 days,0.0,Priority Date
4th,MEXICO,2019-02-01,2019-02-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2019-02-01,2019-02-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2019-02-01,245 days,245.0,Priority Date
2nd,PHILIPPINES,2019-02-01,2019-02-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-10-01,2019-02-01,488 days,488.0,Priority Date
Other Workers,PHILIPPINES,2017-10-01,2019-02-01,488 days,488.0,Priority Date
4th,PHILIPPINES,2019-02-01,2019-02-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2019-02-01,2019-02-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2019-02-01,2019-02-01,0 days,0.0,Priority Date
1st,ROW,2018-06-01,2019-01-01,214 days,214.0,Priority Date
2nd,ROW,2019-01-01,2019-01-01,0 days,0.0,Priority Date
3rd,ROW,2019-01-01,2019-01-01,0 days,0.0,Priority Date
Other Workers,ROW,2019-01-01,2019-01-01,0 days,0.0,Priority Date
4th,ROW,2019-01-01,2019-01-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2019-01-01,2019-01-01,0 days,0.0,Priority Date
1st,CHINA,2017-10-01,2019-01-01,457 days,457.0,Priority Date
2nd,CHINA,2015-09-08,2019-01-01,1211 days,1211.0,Priority Date
3rd,CHINA,2016-01-01,2019-01-01,1096 days,1096.0,Priority Date
Other Workers,CHINA,2008-06-01,2019-01-01,3866 days,3866.0,Priority Date
4th,CHINA,2019-01-01,2019-01-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2019-01-01,1553 days,1553.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2019-01-01,1553 days,1553.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2019-01-01,214 days,214.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-01-01,2019-01-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-01-01,2019-01-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2019-01-01,2019-01-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2019-01-01,975 days,975.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2019-01-01,975 days,975.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2019-01-01,2019-01-01,0 days,0.0,Priority Date
1st,INDIA,2017-10-01,2019-01-01,457 days,457.0,Priority Date
2nd,INDIA,2009-05-22,2019-01-01,3511 days,3511.0,Priority Date
3rd,INDIA,2010-04-01,2019-01-01,3197 days,3197.0,Priority Date
Other Workers,INDIA,2010-04-01,2019-01-01,3197 days,3197.0,Priority Date
4th,INDIA,2019-01-01,2019-01-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2019-01-01,2019-01-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2019-01-01,214 days,214.0,Priority Date
2nd,MEXICO,2019-01-01,2019-01-01,0 days,0.0,Priority Date
3rd,MEXICO,2019-01-01,2019-01-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2019-01-01,2019-01-01,0 days,0.0,Priority Date
4th,MEXICO,2019-01-01,2019-01-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2019-01-01,2019-01-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2019-01-01,214 days,214.0,Priority Date
2nd,PHILIPPINES,2019-01-01,2019-01-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-08-01,2019-01-01,518 days,518.0,Priority Date
Other Workers,PHILIPPINES,2017-08-01,2019-01-01,518 days,518.0,Priority Date
4th,PHILIPPINES,2019-01-01,2019-01-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2019-01-01,2019-01-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2019-01-01,2019-01-01,0 days,0.0,Priority Date
1st,ROW,2018-06-01,2018-12-01,183 days,183.0,Priority Date
2nd,ROW,2018-12-01,2018-12-01,0 days,0.0,Priority Date
3rd,ROW,2018-12-01,2018-12-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-12-01,2018-12-01,0 days,0.0,Priority Date
4th,ROW,2018-12-01,2018-12-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-12-01,2018-12-01,0 days,0.0,Priority Date
1st,CHINA,2017-10-01,2018-12-01,426 days,426.0,Priority Date
2nd,CHINA,2015-09-08,2018-12-01,1180 days,1180.0,Priority Date
3rd,CHINA,2015-12-01,2018-12-01,1096 days,1096.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-12-01,3835 days,3835.0,Priority Date
4th,CHINA,2018-12-01,2018-12-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2018-12-01,1522 days,1522.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2018-12-01,1522 days,1522.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-12-01,183 days,183.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-12-01,2018-12-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-12-01,2018-12-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-12-01,2018-12-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-12-01,944 days,944.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-12-01,944 days,944.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-12-01,2018-12-01,0 days,0.0,Priority Date
1st,INDIA,2017-10-01,2018-12-01,426 days,426.0,Priority Date
2nd,INDIA,2009-05-22,2018-12-01,3480 days,3480.0,Priority Date
3rd,INDIA,2010-01-01,2018-12-01,3256 days,3256.0,Priority Date
Other Workers,INDIA,2010-01-01,2018-12-01,3256 days,3256.0,Priority Date
4th,INDIA,2018-12-01,2018-12-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-12-01,2018-12-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2018-12-01,183 days,183.0,Priority Date
2nd,MEXICO,2018-12-01,2018-12-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-12-01,2018-12-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-12-01,2018-12-01,0 days,0.0,Priority Date
4th,MEXICO,2018-12-01,2018-12-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-12-01,2018-12-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2018-12-01,183 days,183.0,Priority Date
2nd,PHILIPPINES,2018-12-01,2018-12-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-08-01,2018-12-01,487 days,487.0,Priority Date
Other Workers,PHILIPPINES,2017-08-01,2018-12-01,487 days,487.0,Priority Date
4th,PHILIPPINES,2018-12-01,2018-12-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-12-01,2018-12-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-12-01,2018-12-01,0 days,0.0,Priority Date
1st,ROW,2018-06-01,2018-11-01,153 days,153.0,Priority Date
2nd,ROW,2018-11-01,2018-11-01,0 days,0.0,Priority Date
3rd,ROW,2018-11-01,2018-11-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-11-01,2018-11-01,0 days,0.0,Priority Date
4th,ROW,2018-11-01,2018-11-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-11-01,2018-11-01,0 days,0.0,Priority Date
1st,CHINA,2017-10-01,2018-11-01,396 days,396.0,Priority Date
2nd,CHINA,2015-06-15,2018-11-01,1235 days,1235.0,Priority Date
3rd,CHINA,2015-08-08,2018-11-01,1181 days,1181.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-11-01,3805 days,3805.0,Priority Date
4th,CHINA,2018-11-01,2018-11-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2018-11-01,1492 days,1492.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2018-11-01,1492 days,1492.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-11-01,153 days,153.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Priority Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Priority Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Priority Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-11-01,914 days,914.0,Priority Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2016-05-01,2018-11-01,914 days,914.0,Priority Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2018-11-01,0 days,0.0,Priority Date
1st,INDIA,2017-10-01,2018-11-01,396 days,396.0,Priority Date
2nd,INDIA,2009-05-22,2018-11-01,3450 days,3450.0,Priority Date
3rd,INDIA,2009-10-01,2018-11-01,3318 days,3318.0,Priority Date
Other Workers,INDIA,2009-10-01,2018-11-01,3318 days,3318.0,Priority Date
4th,INDIA,2018-11-01,2018-11-01,0 days,0.0,Priority Date
Certain Religious Workers,INDIA,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",INDIA,2018-11-01,2018-11-01,0 days,0.0,Priority Date
1st,MEXICO,2018-06-01,2018-11-01,153 days,153.0,Priority Date
2nd,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Priority Date
3rd,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Priority Date
Other Workers,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Priority Date
4th,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Priority Date
Certain Religious Workers,MEXICO,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",MEXICO,2018-11-01,2018-11-01,0 days,0.0,Priority Date
1st,PHILIPPINES,2018-06-01,2018-11-01,153 days,153.0,Priority Date
2nd,PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Priority Date
3rd,PHILIPPINES,2017-07-01,2018-11-01,488 days,488.0,Priority Date
Other Workers,PHILIPPINES,2017-07-01,2018-11-01,488 days,488.0,Priority Date
4th,PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Priority Date
Certain Religious Workers,PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2018-11-01,2018-11-01,0 days,0.0,Priority Date
1st,ROW,2018-06-01,2018-10-01,122 days,122.0,Priority Date
2nd,ROW,2018-10-01,2018-10-01,0 days,0.0,Priority Date
3rd,ROW,2018-10-01,2018-10-01,0 days,0.0,Priority Date
Other Workers,ROW,2018-10-01,2018-10-01,0 days,0.0,Priority Date
4th,ROW,2018-10-01,2018-10-01,0 days,0.0,Priority Date
Certain Religious Workers,ROW,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",ROW,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Regional Center
(I5 and R5)",ROW,2018-10-01,2018-10-01,0 days,0.0,Priority Date
1st,CHINA,2017-10-01,2018-10-01,365 days,365.0,Priority Date
2nd,CHINA,2015-06-15,2018-10-01,1204 days,1204.0,Priority Date
3rd,CHINA,2015-08-08,2018-10-01,1150 days,1150.0,Priority Date
Other Workers,CHINA,2008-06-01,2018-10-01,3774 days,3774.0,Priority Date
4th,CHINA,2018-10-01,2018-10-01,0 days,0.0,Priority Date
Certain Religious Workers,CHINA,2018-10-01,2018-10-01,0 days,0.0,Priority Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2014-10-01,2018-10-01,1461 days,1461.0,Priority Date
"5th Regional Center
(I5 and R5)",CHINA,2014-10-01,2018-10-01,1461 days,1461.0,Priority Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2018-10-01,122 days,122.0,Priority Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-10-01,2018-10-01,0 days,0.0,Priority Date
